,080060-001-ANA01,080180-005-ANA001,080180-005-ANA002,081252-001-ANA02,171501-001-ANA001,171501-001-ANA002,171637-001-ANA01,171674-006-ANA004,171707-001-ANA010,171714-001-ANA01,171812-001-ANA001,171910-001-ANA001,251116-004-ANA01,251116-005-ANA01,251462-001-ANA02,430496-001-ANA003,430496-001-ANA006,430496-001-ANA007,430496-001-ANA018,430496-002-ANA009,430496-003-ANA01,431270-001-ANA01,431482-004-ANA01,431652-001-ANA001,CALC000001,CALC000007,CALC000008,CALC000085,CALC000088,CALC000719,CALC000736,CALC001096,CALC001097,CALC001100,CALC001101,CALC001103,CALC001110,CALC001130,CALC001139,CALC001144,CALC001145,CALC001175,CALC001176,CALC001201,CALC001204,CALC001206,CALC001209,CALC001210,CALC001211,CALC001212,CALC001213,CALC001218,CALC001219,CALC001222,CALC001228,CALC001230,CALC001237,CALC001241,CALC001244,CALC001249,CALC001266,CALC001270,CALC001274,CALC001304,CALC001363,CALC001367,CALC001389,CALC001440,CALC001442,CALC001446,CALC001510,CALC001514,CALC001532,CALC001538,CALC001543,CALC001550,CALC001553,CALC001554,CALC001590,CALC001598,CALC001623,CALC001624,CALC001626,CALC001627,CALC001630,CALC001632,CALC001635,CALC001643,CALC001658,CALC001660,080180-005-ANA005,080478-006-ANA001,080478-006-ANA003,080538-005-ANA001,080543-002-ANA001,080826-002-ANA001,080885-001-ANA001,080996-007-ANA010,081141-002-ANA001,081167-001-ANA002,081167-001-ANA006,081167-001-ANA001,081363-002-ANA001,081379-001-ANA01,081445-001-ANA002,081445-001-ANA003,081653-001-ANA01,081751-008-ANA01,081918-009-ANA001,082021-001-ANA002,082172-002-ANA010,082362-001-ANA001,082401-002-ANA001,082457-001-ANA001,082634-001-ANA013,082687-002-ANA01,082747-007-ANA001,082858-003-ANA01,082994-002-ANA01,170059-001-ANA001,170221-002-ANA001,170558-002-ANA019,170561-001-ANA01,170600-001-ANA008,170600-001-ANA024,170656-005-ANA001,170792-002-ANA001,171024-001-ANA01,171143-002-ANA001,171328-001-ANA001,171352-003-ANA001,CALC001682,CALC001369,CALC001665,171903-002-ANA01,172001-001-ANA01,080581-003-ANA01,CALC001670,CALC001261,080522-004-ANA01,CALC001223,CALC001126,CALC001669,CALC001661,CALC000737,430862-001-ANA001,CALC001368,CALC001441,CALC001573,171557-002-ANA007,080996-007-ANA006,171674-006-ANA007,CALC001770,CALC001256,081580-002-ANA007,CALC001622,082994-001-ANA01,170084-005-ANA001,CALC001512,CALC000181,CALC001641,CALC001757,081831-003-ANA01,CALC001179,170792-003-ANA001,CALC001185,CALC001186,CALC001214,081081-001-ANA002,CALC001836,CALC001664,CALC000166,081252-004-ANA001,080522-006-ANA001,081580-004-ANA002,170792-004-ANA006,CALC001229
2024-04-03 18:00:00,-0.06,20.6502,-500.91,-4.2222,33.2108,-1.438,-5.5,106.1424,3947.314,122.78,-0.9938,2.6588,14.22,35.18,14.48,18.3198,0.0074,5.6506,36.8438,30.5236,14.26,1.81,103.64,-47.0732,0.0,0.0,0.3766,179.0702,0.178,0.762,0.4504,0.0,0.0,0.1768,0.0676,1.1778,1.18,6.2868,0.281,8.9614,,0.1988,0.0,1.3922,0.002,0.006,1.2256,0.4666,0.2974,0.06,0.139,1.3282,2.3108,0.0,3.9072,2.8792,0.197,1.0832,4.7504,0.3006,0.015,,0.7146,2.4638,5.3566,0.0,0.2054,0.033,0.002,4.2682,0.088,,0.557,0.009,0.9274,0.446,0.1474,0.3528,0.026,0.0,0.294,0.0666,35.4412,0.087,107.32,1.697,0.0538,31.6074,0.01,0.0544,109.9168,63.4876,5.9654,20.4642,28.703,18.0608,6.0308,108.7128,12.4074,113.421,27.7378,2.7212,8.625,13.82,14.0054,2.2918,11.804,,7.756,13.601,20.7298,3.6402,8.8006,13.6572,17.436,24.38,8.2752,20.88,11.4,-59.1744,-1.0868,-0.82,22.82,149.9822,8.6386,28.6224,48.47,15.96,4.296,-6.805,102.6368,0.0432,4.3596,,5.32,,9.14,0.1068,4.7952,54.0098,1.2908,2.3014,0.1846,0.3864,1.4754,-0.5572,0.051,0.0162,2.206,-6.1998,,-9.8206,103.6356,0.1344,3.479,,,7.2422,0.085,0.2168,31.5982,9.9718,51.56,0.1992,37.1108,76.9942,1.7384,0.561,15.515,0.4328,0.1036,2.0926,,,,,
2024-04-03 12:00:00,-0.06,-0.018,-500.8344,-4.242,34.0042,-1.754,-5.32,106.081,3813.972,123.7,-0.9924,2.7886,25.68,34.8,15.06,18.609,0.006,5.6534,37.5086,30.5642,14.72,1.81,103.66,-46.7846,0.0,0.0,0.3814,179.0534,0.178,0.7598,0.4352,0.0,0.0,0.1402,0.066,1.2802,0.147,6.1892,0.3044,7.0122,,0.2306,0.0,1.2968,0.002,0.0066,1.2996,0.4958,0.3222,0.061,0.125,1.488,2.1968,0.0,4.8472,2.7434,0.2058,1.3112,5.4626,0.3108,0.015,,0.699,2.4546,5.211,0.0,0.2046,0.035,0.002,3.9936,0.0932,,1.252,0.009,0.9548,0.4716,0.1548,0.3848,0.027,0.0,0.3166,0.0636,35.7326,0.0806,107.6,1.649,0.0532,31.9258,0.01,0.054,108.8698,64.8396,80.5446,22.1034,27.6056,18.8846,6.1162,111.6026,12.441,111.5364,19.9818,3.2568,8.063,14.62,14.3384,2.2706,12.348,,7.9442,14.0866,19.883,3.8184,9.0534,13.2184,17.156,23.44,8.163,21.98,11.08,-63.475,-1.1124,-1.24,22.8,149.9542,8.498,29.3388,50.7256,15.58,4.2236,-6.8242,102.937,0.046,4.4,,5.56,,8.76,0.1008,4.374,51.4712,1.1028,2.2934,0.178,0.4408,1.4746,-0.6826,0.049,0.016,2.1646,-6.1818,,-10.2504,104.2958,0.1304,3.347,,,6.9982,0.081,0.218,31.6408,7.4928,45.72,0.1996,37.117,77.242,1.7812,0.538,15.141,0.4384,0.1062,3.7908,,,,,
2024-04-03 06:00:00,-0.14,0.6474,-500.8246,-4.218,31.6856,-1.8234,-4.64,106.3138,4078.56,123.88,-0.971,2.8298,26.44,35.26,15.66,20.3928,0.0062,9.6906,38.1206,30.9044,14.54,2.058,103.86,-46.6386,0.0,0.0,0.4284,179.0312,0.188,0.7604,0.432,0.0,0.0,0.1746,0.0936,1.4676,1.1142,6.4638,0.2634,9.1076,,0.1532,0.0,1.3504,0.002,0.0068,1.4196,0.58,0.352,0.0598,0.1398,1.7386,2.2146,0.0,4.4102,3.1914,0.2352,1.483,5.281,0.3228,0.015,,0.6488,2.4758,5.4238,0.0,0.2174,0.038,0.002,3.7496,0.0952,,1.308,0.0114,0.9598,0.4978,0.1644,0.4368,0.0308,0.0,0.3214,0.0636,35.7888,0.0806,109.0,1.7088,0.0524,32.0122,0.01,0.054,112.1522,65.652,152.479,21.693,26.6016,20.0942,5.9906,111.0662,12.108,113.5778,12.296,2.3042,8.6586,15.92,14.6844,2.2788,12.514,,8.5358,15.4068,22.7958,3.8516,9.3556,13.2868,17.565,28.76,7.7758,22.92,11.08,-54.7854,-1.1434,-1.08,22.8,150.0,8.7736,30.9014,53.9824,15.58,5.192,-6.825,103.2624,0.049,4.326,,5.52,,6.78,0.073,5.9056,51.8272,1.1278,2.3244,0.2308,0.4906,1.4758,-0.6312,0.0498,0.0162,2.1926,-6.1514,,-8.4716,105.0376,0.1238,3.125,,,6.732,0.0768,0.2194,31.6932,9.764,51.1,0.2006,37.1322,77.762,1.8694,0.5488,15.3146,0.4282,0.106,2.113,,,,,
2024-04-03 00:00:00,-0.14,20.6142,-500.8812,-4.1958,37.1068,6.9684,-4.3,106.734,4872.41,125.02,-0.9592,2.6858,26.8,35.56,16.24,17.3364,0.0078,5.8214,37.1934,30.9644,14.36,1.81,103.96,-46.6094,0.0,0.0,0.4518,178.876,0.188,0.7598,0.4598,0.0,0.0,0.2012,0.1194,1.5802,1.8022,6.8074,0.2798,10.6826,,0.381,0.1742,1.4154,0.002,0.006,1.5232,0.6604,0.3808,0.064,0.1462,1.3334,1.9924,0.0,4.6844,3.226,0.2358,1.1454,5.6204,0.3054,0.015,,1.059,2.4838,5.5628,0.0,0.206,0.034,0.002,4.492,0.0922,,1.335,0.009,0.8786,0.5232,0.1832,0.4718,0.024,0.0,0.3516,0.0678,34.9128,0.0838,107.6,1.746,0.0536,27.7486,0.01,0.0552,112.3986,63.9036,-0.652,22.4496,29.5756,21.133,6.3628,111.8538,12.3954,115.0562,28.151,2.6902,8.9314,16.74,14.8526,2.2808,12.262,,8.5474,16.5924,20.4986,3.6306,8.9198,12.4328,17.8322,31.0,10.6724,24.3,11.24,-52.5206,-1.0688,-0.74,22.86,149.9972,8.8462,32.0088,48.5508,16.08,5.9836,-6.805,103.8484,0.044,7.9176,0.0,5.8,-2.6,9.8,0.117,4.6796,52.9618,1.2076,2.38,0.2494,0.577,,-0.5004,0.0498,0.0168,2.3134,-6.1784,,-8.5502,105.6896,0.1202,3.011,,,7.8344,0.0952,0.2256,31.9438,11.076,54.2,0.1994,37.1128,78.3088,1.9624,0.523,14.9036,0.4368,0.1128,2.1304,,,,,
2024-04-02 18:00:00,0.02,18.9394,-500.8966,-4.219,36.4824,4.464,-4.16,106.6916,4975.75,125.5,-0.9316,2.7014,27.16,35.38,16.36,17.3344,0.008,5.8318,37.0306,30.8382,14.42,2.12,103.94,-46.2306,0.0,0.0,0.4472,178.7408,0.188,0.7602,0.4522,0.0,0.0,0.1942,0.145,1.6388,1.6182,6.912,0.2864,10.867,,0.3452,0.1118,1.456,0.002,0.006,1.6574,0.7178,0.415,0.066,0.1578,1.1908,2.4154,0.0,5.113,3.2598,0.26,1.5262,6.428,0.2998,0.015,,1.6068,2.495,5.6072,0.0,0.2094,0.033,0.002,4.3242,0.0934,,1.3732,0.012,1.1256,0.5282,0.2188,0.5038,0.024,0.0,0.366,0.0722,37.4174,0.097,107.6,1.7234,0.0516,27.7582,0.01,0.057,112.643,65.845,-0.6584,24.1732,28.9226,22.4314,6.5788,113.0896,13.0558,115.245,21.9686,2.8504,9.35,17.44,15.1814,2.2798,12.334,,9.023,17.4084,21.8564,3.644,8.7844,14.0594,17.9228,26.12,13.974,24.68,11.9,-52.0036,-1.0912,-0.6,23.0,149.9968,8.9314,32.5676,46.344,16.52,6.736,-6.8226,104.2604,0.0482,4.3484,0.0,5.76,-2.6,9.48,0.1122,5.3836,52.2426,1.1568,2.3744,0.197,0.6014,,-0.564,0.0556,0.017,2.3194,-6.1782,,-8.6876,106.4032,0.1212,3.0442,,,8.074,0.0994,0.2238,31.8744,11.7804,56.14,0.2118,37.3648,78.8104,2.0476,0.5422,15.2026,0.4672,0.112,2.164,,,,,
2024-04-02 12:00:00,-0.04,-0.02,-500.8254,-4.219,34.283,-1.652,-3.9,107.2484,5304.648,125.82,-0.9832,2.6882,27.54,35.14,17.54,17.289,0.0066,5.8256,36.4802,30.6886,14.54,2.12,104.06,-45.5794,0.0,0.0,0.47,178.9162,0.188,0.759,0.4394,0.0,0.0,0.1714,0.1632,1.7818,1.0368,7.2814,0.3084,12.1064,,0.2406,0.0,1.5082,0.002,0.006,1.8308,0.7996,0.4506,0.0666,0.153,1.231,2.4408,0.0,4.7166,3.3874,0.267,1.53,6.673,0.3076,0.015,,1.0644,2.5336,5.865,0.0,0.2132,0.033,0.002,4.547,0.098,,1.4278,0.012,3.064,0.5776,0.1534,0.515,0.024,0.0,0.3746,0.069,49.7708,0.097,107.6,1.6922,0.052,28.1704,0.01,0.0566,113.515,65.8634,-0.664,24.6748,29.7882,24.0064,6.6536,111.9506,13.1056,116.4248,38.8992,3.3442,9.164,17.68,15.8564,2.2916,12.79,,9.141,18.52,19.845,3.7032,8.9716,14.1558,18.5,24.72,10.709,26.22,11.9,-51.1506,-1.0954,-0.42,22.96,149.9786,8.8528,33.8882,47.0156,16.2,7.2586,-6.825,102.8856,0.0454,4.354,0.0,5.92,-2.16,9.68,0.116,4.3556,50.4358,1.0304,2.4498,0.187,0.6998,1.472,-0.6104,0.0554,0.0138,1.848,-6.2292,,-8.666,107.1044,0.1258,3.184,,,8.2178,0.1022,0.2268,31.9842,12.116,57.04,0.2302,37.741,79.4318,2.1672,0.4984,14.549,0.4682,0.1148,2.1282,,,,,
2024-04-02 06:00:00,-0.18,-0.02,-500.812,-4.2048,33.4206,-1.5316,-3.64,107.7292,5598.234,126.94,-0.9728,2.6998,28.38,35.92,18.36,16.7374,0.0072,5.8322,36.8504,30.7266,14.6,2.058,104.3,-44.9422,0.0,0.0,0.507,178.8556,0.1882,0.7592,0.3748,0.0,0.0,0.2012,0.223,1.9226,1.797,7.8356,0.2616,13.5376,,0.2072,0.0,1.6184,0.002,0.006,2.0484,0.9546,0.4876,0.0706,0.162,1.3072,2.3372,0.0,4.8372,3.69,0.2596,1.7362,6.0666,0.319,0.015,,1.068,2.5302,5.6648,0.0,0.78,0.033,0.002,4.1748,0.1036,,1.552,0.0114,0.9276,0.6132,0.1452,0.5262,0.0228,0.0,0.4062,0.0738,35.4408,0.097,107.6,1.7926,0.0532,30.696,0.01,0.0558,115.4378,66.703,7.964,23.414,28.332,25.8184,7.0162,112.3022,13.395,117.809,28.7102,2.2664,9.5204,17.92,15.6966,2.2942,13.222,,9.01,20.5024,21.7164,3.8428,9.2614,13.759,18.0412,25.28,10.7326,27.8,11.9,-50.7286,-1.113,-0.04,22.9,149.997,21.6762,35.1368,48.1182,16.68,8.8428,-6.8056,102.5254,0.0464,4.3236,0.0,6.2,-1.58,6.54,0.0698,5.3096,50.7184,1.0502,2.5172,0.191,0.8132,1.472,-0.6308,0.0526,0.009,1.2388,-6.1668,,-6.7212,107.778,0.124,3.1244,,,8.6062,0.1094,0.2298,32.1094,13.5384,60.78,0.2658,38.436,79.8484,2.2496,0.506,14.6578,0.484,0.1214,2.1514,,,,,
2024-04-02 00:00:00,-0.06,18.091,-500.8932,-4.1936,36.2644,2.2396,-3.38,108.7006,6137.998,128.5,-0.9922,2.4252,29.4,36.5,19.38,15.9086,0.008,5.651,36.666,30.9374,14.6,1.81,104.56,-44.0296,0.0,0.0,0.546,178.7748,0.206,0.7592,0.402,0.0,0.0,0.2858,0.31,1.9704,3.8118,8.5966,0.2752,14.2454,,0.3298,0.056,1.7488,0.002,0.006,2.3026,1.1226,0.528,0.0824,0.17,1.3816,2.176,0.0,5.9404,3.7136,0.242,1.3288,6.1768,0.3172,0.015,,1.1336,2.5432,5.5928,0.0,0.2224,0.033,0.002,4.1168,0.1024,,1.7122,0.009,0.9354,0.6602,0.1486,0.6772,0.021,0.0,0.4526,0.077,35.527,0.1094,104.8,1.867,0.0522,32.6552,0.01,0.0578,115.5834,64.9398,8.7626,23.6472,28.1028,27.7328,7.6184,115.4212,13.706,118.4698,28.6416,2.5828,9.8148,21.0,15.9978,2.295,13.142,,8.6736,22.4934,20.1296,3.6408,9.2136,13.138,17.8904,27.42,11.154,29.24,12.42,-55.4522,-1.0382,0.22,23.08,149.9912,9.3378,35.547,49.3104,17.0,10.905,-6.8018,102.679,0.0414,4.2776,0.0,6.72,-1.38,10.5,0.1302,4.4952,50.7824,1.069,2.6578,0.2074,0.9254,1.4702,-0.5238,0.052,0.016,2.1506,-6.1744,,-6.9768,108.363,0.1228,3.1016,,,10.043,0.1378,0.223,31.8402,13.9154,61.74,0.2648,38.4144,80.8818,2.5008,0.5036,14.6232,0.5212,0.1346,2.1032,,,,,
2024-04-01 18:00:00,0.2,-0.02,-500.8234,-4.2182,34.3422,3.8166,-2.68,109.2266,6339.12,129.32,-0.9448,2.6822,32.98,36.6,20.54,15.9492,0.0078,5.6534,36.676,30.9364,14.66,1.81,104.52,-42.6976,0.0,0.0,0.54,178.6664,0.2066,0.7588,0.3938,0.0,0.0,0.3024,0.3758,1.7246,4.1584,9.494,0.2848,15.979,,0.2418,0.0954,1.9,0.002,0.006,2.532,1.2394,0.596,0.101,0.217,1.4902,2.634,0.0,6.086,3.5968,0.1906,1.316,5.4622,0.3204,0.0142,,1.0388,2.5564,5.1378,0.0,0.228,0.033,0.002,3.9886,0.1038,,2.3526,0.009,0.9524,0.7136,0.1514,0.785,0.021,0.0,0.4788,0.077,35.7068,0.167,104.8,1.881,0.0528,38.4534,0.01,0.0578,114.8544,64.8674,3.7474,22.1026,27.5844,29.3458,8.5634,115.7668,15.813,120.1118,27.8692,2.8086,11.461,22.82,16.3446,2.2928,13.246,,7.6078,23.8114,19.0024,3.6222,9.298,14.8964,16.9876,26.24,10.5398,32.38,14.6,-57.3958,-1.0708,,23.08,149.9932,9.3728,33.3656,50.7522,17.0,12.3214,-6.8176,102.8104,0.046,4.3348,,6.32,,8.8,0.1014,3.9528,52.7636,1.1934,2.7368,0.198,1.2016,1.4708,-0.5542,0.061,0.0182,2.4778,-6.2022,,-8.2224,109.2094,0.121,3.026,,,10.5718,0.1494,0.2248,31.9134,15.801,66.3,0.323,39.4562,81.2544,2.5962,0.5186,14.837,0.6494,0.1254,2.1224,,,,,
2024-04-01 12:00:00,0.04,-0.02,-500.825,-4.223,36.8188,3.4812,-1.46,110.1508,6281.238,129.08,-0.9508,2.8066,31.54,36.8,21.2,15.9274,0.0058,5.6756,36.4938,30.7878,14.78,,104.78,-41.4464,0.0,0.0,0.5798,178.413,0.2062,0.758,0.378,0.0,0.0,0.2994,0.5362,1.5968,4.0982,10.3828,0.3278,20.5882,,0.3602,0.0904,2.062,0.002,0.0066,2.6726,1.462,0.7792,0.1386,0.2242,1.5088,2.8756,0.0,6.7166,4.117,0.203,1.402,5.3976,0.3082,0.015,,0.8644,2.5672,5.9564,0.0,0.2314,0.033,0.002,3.327,,,2.082,,0.961,0.743,0.151,0.9644,0.021,0.0,0.471,0.0802,35.7994,0.1682,104.8,1.908,0.0538,45.3836,0.01,0.0576,117.9276,65.2828,5.4056,21.9582,24.8002,30.2826,10.2876,117.2258,16.8028,123.581,33.1254,3.7686,11.7096,25.4,16.6952,2.288,,,7.898,26.177,24.9028,3.7076,8.9862,15.6956,18.7118,26.64,9.3596,35.16,14.64,-60.9722,-1.1236,,23.06,149.9938,9.1312,32.1648,50.9844,17.32,15.3972,-6.812,102.7816,0.0448,4.3956,,6.66,,6.08,0.0642,7.1802,51.3848,1.0968,2.8804,0.201,1.4868,1.4682,-0.6216,0.058,0.0178,2.4098,-6.2374,,-8.5948,111.115,0.0988,2.4668,0.4212,20.58,11.1574,0.1628,0.2316,32.1778,19.1008,72.44,0.378,40.3712,81.8608,2.754,0.4054,13.0868,0.7016,0.1316,2.1618,,,,,
2024-04-01 06:00:00,-0.1,18.328,-500.8828,-4.1934,35.399,1.7114,-0.94,111.3532,6555.432,125.04,-0.868,2.7766,33.2,37.22,22.04,15.8592,0.0078,9.2178,36.7288,30.7258,14.72,,105.18,-40.6312,0.0,0.0,0.6404,178.2724,0.2062,0.758,0.3748,0.0,0.0,0.3448,0.7416,1.1946,5.0824,12.5396,0.3818,24.1952,,0.2882,0.0428,2.4724,0.002,0.0066,2.7366,1.7414,1.0966,0.204,0.295,1.5972,3.0014,0.0,7.8668,3.5972,0.1472,1.6918,5.7094,0.3686,0.015,,0.781,2.5774,6.6652,0.0,0.242,0.033,0.002,4.1182,,,2.3866,,0.9114,0.782,0.1564,1.1964,0.021,0.0,0.3528,0.081,35.266,0.1682,106.2,1.9674,0.0516,57.1842,0.01,0.058,114.8576,66.526,4.7992,22.6446,28.1056,30.7096,12.6926,119.7032,19.0868,126.329,34.625,4.923,13.9396,27.86,16.7928,2.2938,,,6.6084,28.936,30.4264,3.7914,10.4834,16.1016,20.2994,26.84,8.7666,39.5,14.64,-54.8226,-1.1338,,23.1,150.0,9.4348,28.7464,52.2154,17.4,18.7928,-6.805,103.0008,0.046,4.3264,,7.26,,8.16,0.0914,11.141,52.0664,1.1446,3.0788,0.2026,2.0142,1.469,-0.617,0.0638,0.0194,2.6134,-6.1592,,-7.678,113.5682,0.113,2.8274,0.4212,20.58,12.7678,0.2012,0.2344,32.2884,23.3158,78.7,0.4206,41.0546,81.497,2.6592,0.4048,13.0806,0.8718,0.1462,2.1704,,,,,
2024-04-01 00:00:00,0.04,-0.02,-500.819,5.8578,40.8268,3.1702,-0.82,113.677,6486.15,121.82,-0.6992,2.5134,34.88,38.3,21.76,15.9458,0.008,5.5442,36.4764,30.9638,14.84,,105.68,-40.4306,0.0,0.0,0.7162,178.1958,0.2176,0.7558,0.3976,0.0,0.0,0.4616,1.0626,0.9058,7.2442,15.3456,0.6422,17.0312,,0.6366,0.0792,2.73,0.002,0.006,2.716,1.9292,0.3328,0.3496,0.5134,1.75,4.2158,0.0768,9.6874,3.4288,0.1638,1.013,5.4898,0.4524,0.0144,,0.6908,2.5388,6.709,0.0,0.2292,0.033,0.002,4.7406,,,2.642,,1.109,0.769,0.1654,1.366,0.021,0.0,0.2718,0.089,37.2542,0.2066,102.28,2.1112,0.0548,71.612,0.01,0.0662,113.7826,63.0168,9.4212,22.163,30.589,30.5726,16.9884,123.1992,20.744,120.9036,56.2222,9.7256,19.8144,29.3,16.3892,2.2734,,,7.0154,30.6832,33.8686,3.631,12.155,19.8394,20.383,28.0,8.103,43.94,15.82,-44.3888,-1.055,,23.68,149.9848,9.5984,26.4758,54.1266,18.1,23.534,-6.8042,103.2902,0.045,4.326,,7.16,,13.66,0.1966,14.1816,54.2126,1.307,3.4952,0.2118,2.6618,1.4676,-0.5282,0.0596,0.0194,2.6384,-6.1656,,-8.2816,104.5596,0.1246,3.1686,0.472,21.56,12.7568,0.2012,0.2448,32.6878,16.8258,68.32,0.3896,40.557,80.8762,2.4996,0.4626,14.0364,0.9922,0.1454,2.1382,,,,,
2024-03-31 18:00:00,0.24,-0.0182,-500.814,14.515,47.7188,2.3772,,114.6998,6882.36,,-0.9984,2.6962,,38.56,18.56,15.7928,0.0078,5.5646,36.6818,30.8536,14.78,,106.44,-40.8412,0.0,0.0,0.8312,178.0942,0.2178,0.7534,0.3914,0.0,0.0,0.4946,0.1208,0.9012,7.7038,16.6238,1.1448,11.7426,,1.4338,0.0594,2.4052,0.002,0.006,1.2116,1.3752,0.2848,0.2344,1.134,1.7454,8.113,0.9836,10.6266,2.758,0.177,1.2006,7.0888,0.5468,0.0146,,1.4318,2.5618,10.002,0.0,0.2366,0.033,0.002,4.4418,,,,,1.1242,0.6228,0.1662,,0.021,,,,37.401,0.087,103.4,2.1448,0.0538,75.3376,0.01,,108.8118,64.2202,3.771,25.5094,29.3812,17.896,13.5746,125.0146,25.797,116.093,34.1708,17.2146,32.7806,,16.6772,2.2832,,,7.3118,25.2696,40.4928,3.6254,13.8074,29.5078,26.1252,,12.971,,11.4,-32.9902,-1.0902,,,149.9998,9.6058,26.4366,54.0698,,6.021,-6.8064,103.3298,0.0462,4.4536,,6.76,,,,20.8926,54.9956,1.3696,3.6942,,,1.466,-0.5334,0.0756,0.0192,2.6202,-6.1952,,-8.8608,103.2844,2.2274,30.5516,0.5656,23.88,13.2526,0.2132,0.2464,32.7432,,,0.46,41.6412,79.789,2.2378,0.7478,19.355,1.3794,0.1356,2.153,,,,,
2024-03-31 12:00:00,-0.02,-0.02,-500.8138,17.6464,43.4062,-0.9082,,109.052,6455.268,,-0.9916,2.8386,,38.06,15.66,15.9794,0.0076,8.5458,36.865,30.6462,14.84,,107.9,-42.1394,0.0,0.0,1.055,177.9346,0.218,0.7526,0.3838,0.0,0.0,0.4972,0.8704,1.1472,7.741,9.1698,0.4414,9.293,,0.8864,0.0,2.7958,0.0156,0.007,0.863,2.5904,0.2452,0.192,1.8032,2.1558,12.2464,1.6544,6.1288,3.4384,0.228,1.7552,5.364,0.5282,0.015,,0.8234,2.5452,10.5456,0.0,0.2696,0.033,0.002,5.84,,,,,1.134,0.498,0.1738,,0.021,,,,37.4984,0.0866,103.68,2.0826,0.0536,34.8444,0.01,,113.8506,66.7812,6.1982,21.882,33.6154,13.2894,12.1048,115.885,30.6056,113.7396,30.8254,6.1076,43.2492,,16.1938,2.2882,,,8.3914,36.318,43.6866,3.6594,13.4902,37.7748,26.9778,,9.0748,,11.38,-43.5288,5.8946,,,150.0,10.4016,28.3994,58.9528,,20.7932,-6.8142,103.5564,0.047,4.4044,,6.9,,,,23.8866,44.5678,0.6856,2.7094,,,1.466,-0.5664,0.067,0.019,2.5868,-6.2536,,-9.8842,102.0784,2.85,37.1818,0.2336,15.2,15.1534,0.2634,0.2618,33.388,,,0.687,44.6882,77.2696,1.786,0.7274,18.9488,1.7756,0.139,2.1036,,,,,
2024-03-31 06:00:00,-0.18,19.1392,-500.8868,0.6856,37.142,0.807,,109.0712,5107.382,,-0.9962,2.704,,37.7,13.68,15.9558,0.008,9.6898,36.866,30.6816,14.9,,108.7,-45.7294,0.0,0.0,1.1748,178.0112,0.2172,0.7524,0.3808,0.0,0.0,0.7284,0.0672,0.753,11.5184,7.049,0.732,6.7518,,0.3826,0.0204,2.3268,0.002,0.006,0.5992,0.2062,0.2184,0.2944,0.219,1.4386,3.281,0.009,4.7356,3.4456,0.2872,1.6954,5.8694,0.8712,0.015,,1.7258,2.5112,8.7984,0.0,0.2358,0.033,0.002,7.9344,,,,,1.235,0.4088,0.1472,,0.021,,,,38.4344,0.0866,99.2,2.0284,0.054,27.8148,0.01,,113.8148,66.5414,7.001,22.995,38.3574,8.8492,15.4834,111.9992,43.5012,111.2702,33.8336,11.192,11.5342,,15.6878,2.2756,,,9.5034,8.514,37.5746,3.6992,18.534,17.003,24.1936,,14.6302,,11.38,-41.5746,-1.138,,,150.0,9.4598,25.0326,50.1098,,4.2648,-6.8228,102.6158,0.047,4.3916,,5.86,,,,17.7746,51.964,1.1376,2.7128,,,0.4914,-0.589,0.0674,0.011,1.551,-6.2156,,-9.6124,101.1394,0.1172,2.9484,0.1688,13.32,8.183,0.1016,0.2252,31.9266,,,0.2394,37.9226,74.9418,1.38,0.3018,11.3652,3.1178,0.1168,2.1336,,,,,
2024-03-31 00:00:00,-0.34,19.1182,-500.8914,9.0614,37.8896,-1.582,,105.5648,3775.972,,-0.951,2.7024,,38.3,12.34,15.9788,0.008,5.5622,37.0166,30.7036,14.84,,105.62,-45.785,0.0,0.0,0.707,177.7278,0.2172,0.752,0.386,0.0,0.0,0.302,0.154,0.7828,4.152,5.6512,0.9472,6.1168,,0.422,0.0,1.5604,0.002,0.006,0.648,0.3626,0.2252,0.2082,0.228,1.683,4.9746,0.1328,4.3306,3.2888,0.1858,1.2966,9.501,1.5682,0.0142,,0.9412,2.5344,14.7908,0.0,0.2328,0.033,0.002,5.2408,,,,,1.2452,0.3456,0.155,,0.021,,,,38.5236,0.115,96.4,2.105,0.0542,27.1352,0.01,,112.8386,64.7592,4.9412,29.9724,32.0864,9.7542,12.8896,110.8304,36.4198,110.6548,28.8646,14.4612,11.8252,,16.282,2.2738,,,7.5068,11.7684,42.966,3.6224,25.0098,21.9236,33.2436,,9.8926,,12.66,-22.533,-1.0974,,,150.0,9.5494,25.357,53.2868,,6.9914,-6.812,102.9516,0.0474,4.3932,,5.8,,,,23.2054,53.0816,1.2164,2.228,,,0.4918,-0.5336,0.064,0.0198,2.6556,-6.208,,-10.0266,101.3722,0.6158,11.5354,0.165,13.22,7.7256,0.0934,0.2158,31.558,,,0.2264,37.662,74.561,1.3152,0.7964,20.324,2.3456,0.1152,2.092,,,,,
